0	0
0.000119953	-0.0119994
0.000359892	-0.0239969
0.000719793	-0.0359915
0.00119962	-0.0479818
0.00179932	-0.0599668
0.00251884	-0.0719451
0.00335811	-0.0839157
0.00431704	-0.0958773
0.00539553	-0.107829
0.00659348	-0.119769
0.00791078	-0.131696
0.00934727	-0.14361
0.0109028	-0.155508
0.0125773	-0.167391
0.0143705	-0.179256
0.0162823	-0.191103
0.0183124	-0.20293
0.0204607	-0.214736
0.022727	-0.22652
0.0251109	-0.238281
0.0276124	-0.250017
0.0302311	-0.261728
0.0329668	-0.273412
0.0358192	-0.285068
0.038788	-0.296695
0.0418729	-0.308291
0.0450736	-0.319857
0.0483898	-0.331389
0.0518212	-0.342888
0.0553674	-0.354352
0.059028	-0.36578
0.0628027	-0.377171
0.0666912	-0.388523
0.070693	-0.399836
0.0748077	-0.411109
0.0790349	-0.422339
0.0833743	-0.433527
0.0878252	-0.444671
0.0923874	-0.45577
0.0970604	-0.466823
0.101844	-0.477828
0.106737	-0.488785
0.111739	-0.499693
0.11685	-0.51055
0.12207	-0.521355
0.127397	-0.532108
0.132832	-0.542807
0.138373	-0.553451
0.14402	-0.564039
0.149774	-0.57457
0.155632	-0.585042
0.161594	-0.595456
0.16766	-0.60581
0.17383	-0.616102
0.180102	-0.626333
0.186476	-0.6365
0.192952	-0.646602
0.199528	-0.65664
0.206204	-0.666611
0.21298	-0.676515
0.219854	-0.686351
0.226827	-0.696118
0.233896	-0.705814
0.241063	-0.715439
0.248325	-0.724992
0.255682	-0.734472
0.263134	-0.743878
0.270679	-0.753209
0.278318	-0.762464
0.286048	-0.771642
0.29387	-0.780742
0.301783	-0.789764
0.309785	-0.798706
0.317877	-0.807567
0.326056	-0.816348
0.334323	-0.825046
0.342677	-0.833661
0.351116	-0.842192
0.35964	-0.850638
0.368248	-0.858998
0.37694	-0.867272
0.385713	-0.875459
0.394569	-0.883557
0.403504	-0.891567
0.412519	-0.899487
0.421614	-0.907316
0.430785	-0.915054
0.440034	-0.9227
0.449359	-0.930253
0.458759	-0.937712
0.468233	-0.945077
0.47778	-0.952347
0.487399	-0.959521
0.49709	-0.966598
0.506851	-0.973578
0.516681	-0.980461
0.52658	-0.987244
0.536546	-0.993929
0.546578	-1.00051
0.556675	-1.007
0.566837	-1.01338
0.577063	-1.01966
0.58735	-1.02584
0.597699	-1.03191
0.608108	-1.03788
0.618576	-1.04375
0.629102	-1.04951
0.639686	-1.05517
0.650325	-1.06072
0.66102	-1.06616
0.671768	-1.0715
0.682569	-1.07672
0.693422	-1.08184
0.704326	-1.08685
0.715279	-1.09176
0.72628	-1.09655
0.737329	-1.10123
0.748424	-1.1058
0.759565	-1.11026
0.770749	-1.11461
0.781977	-1.11885
0.793246	-1.12297
0.804556	-1.12698
0.815905	-1.13088
0.827293	-1.13466
0.838718	-1.13833
0.850179	-1.14189
0.861675	-1.14533
0.873205	-1.14865
0.884768	-1.15186
0.896362	-1.15496
0.907986	-1.15794
0.91964	-1.1608
0.931322	-1.16354
0.94303	-1.16617
0.954765	-1.16868
0.966523	-1.17108
0.978306	-1.17335
0.99011	-1.17551
1.00194	-1.17755
1.01378	-1.17947
1.02564	-1.18127
1.03753	-1.18296
1.04942	-1.18452
1.06134	-1.18597
1.07326	-1.18729
1.0852	-1.1885
1.09715	-1.18959
1.10911	-1.19056
1.12108	-1.19141
1.13306	-1.19214
1.14504	-1.19275
1.15703	-1.19324
1.16903	-1.19361
1.18103	-1.19385
1.19303	-1.19398
1.20503	-1.19399
1.21702	-1.19388
1.22902	-1.19365
1.24102	-1.1933
1.25301	-1.19283
1.26499	-1.19224
1.27697	-1.19153
1.28894	-1.1907
1.30091	-1.18975
1.31286	-1.18868
1.3248	-1.1875
1.33673	-1.18619
1.34864	-1.18476
1.36054	-1.18321
1.37243	-1.18155
1.38429	-1.17977
1.39614	-1.17786
1.40797	-1.17584
1.41978	-1.1737
1.43156	-1.17145
1.44333	-1.16907
1.45506	-1.16658
1.46678	-1.16397
1.47846	-1.16124
1.49012	-1.1584
1.50175	-1.15544
1.51335	-1.15237
1.52492	-1.14917
1.53645	-1.14587
1.54795	-1.14245
1.55942	-1.13891
1.57085	-1.13526
1.58225	-1.13149
1.5936	-1.12761
1.60492	-1.12362
1.61619	-1.11951
1.62743	-1.1153
1.63862	-1.11096
1.64977	-1.10652
1.66087	-1.10197
1.67193	-1.09731
1.68293	-1.09253
1.6939	-1.08765
1.70481	-1.08265
1.71567	-1.07755
1.72648	-1.07234
1.73723	-1.06702
1.74794	-1.06159
1.75859	-1.05606
1.76918	-1.05042
1.77971	-1.04468
1.79019	-1.03883
1.80061	-1.03287
1.81097	-1.02682
1.82127	-1.02065
1.8315	-1.01439
1.84167	-1.00802
1.85178	-1.00156
1.86182	-0.994989
1.8718	-0.98832
1.88171	-0.981553
1.89155	-0.974686
1.90132	-0.967722
1.91102	-0.96066
1.92066	-0.953501
1.93021	-0.946246
1.9397	-0.938897
1.94911	-0.931452
1.95845	-0.923914
1.96771	-0.916283
1.97689	-0.90856
1.986	-0.900745
1.99503	-0.89284
2.00398	-0.884845
2.01285	-0.87676
2.02163	-0.868588
2.03034	-0.860328
2.03896	-0.851981
2.0475	-0.843549
2.05595	-0.835031
2.06432	-0.82643
2.0726	-0.817745
2.08079	-0.808978
2.0889	-0.800129
2.09691	-0.7912
2.10484	-0.782191
2.11268	-0.773103
2.12042	-0.763937
2.12807	-0.754695
2.13564	-0.745376
2.1431	-0.735982
2.15047	-0.726514
2.15775	-0.716972
2.16493	-0.707359
2.17202	-0.697674
2.17901	-0.687918
2.1859	-0.678094
2.19269	-0.6682
2.19938	-0.65824
2.20597	-0.648213
2.21246	-0.63812
2.21885	-0.627964
2.22514	-0.617743
2.23133	-0.607461
2.23741	-0.597117
2.24339	-0.586713
2.24927	-0.576249
2.25504	-0.565727
2.2607	-0.555148
2.26626	-0.544513
2.27171	-0.533823
2.27706	-0.523079
2.28229	-0.512282
2.28742	-0.501433
2.29244	-0.490534
2.29735	-0.479585
2.30215	-0.468587
2.30684	-0.457542
2.31142	-0.44645
2.31589	-0.435313
2.32025	-0.424132
2.32449	-0.412908
2.32863	-0.401643
2.33265	-0.390336
2.33655	-0.37899
2.34035	-0.367605
2.34402	-0.356183
2.34759	-0.344725
2.35104	-0.333231
2.35437	-0.321704
2.35759	-0.310144
2.3607	-0.298552
2.36368	-0.28693
2.36655	-0.275279
2.36931	-0.263599
2.37195	-0.251893
2.37447	-0.24016
2.37687	-0.228403
2.37915	-0.216623
2.38132	-0.20482
2.38337	-0.192997
2.3853	-0.181153
2.38711	-0.169291
2.38881	-0.157411
2.39038	-0.145515
2.39184	-0.133603
2.39317	-0.121678
2.39439	-0.10974
2.39549	-0.0977902
2.39647	-0.0858302
2.39732	-0.073861
2.39806	-0.0618838
2.39868	-0.0498998
2.39918	-0.0379102
2.39956	-0.0259163
2.39982	-0.0139191
2.39996	-0.00191997
2.39998	0.01008
2.39988	0.0220795
2.39966	0.0340774
2.39932	0.0460725
2.39885	0.0580636
2.39827	0.0700495
2.39757	0.082029
2.39675	0.0940009
2.39581	0.105964
2.39475	0.117917
2.39358	0.129859
2.39228	0.141788
2.39086	0.153704
2.38932	0.165606
2.38767	0.177491
2.38589	0.189359
2.384	0.201209
2.38199	0.213039
2.37986	0.224848
2.37761	0.236636
2.37525	0.2484
2.37276	0.260141
2.37016	0.271856
2.36745	0.283544
2.36461	0.295204
2.36166	0.306836
2.3586	0.318438
2.35541	0.330008
2.35212	0.341546
2.3487	0.35305
2.34518	0.36452
2.34153	0.375954
2.33778	0.38735
2.33391	0.398709
2.32992	0.410028
2.32583	0.421307
2.32162	0.432545
2.31729	0.44374
2.31286	0.454891
2.30832	0.465997
2.30366	0.477057
2.2989	0.48807
2.29402	0.499035
2.28903	0.50995
2.28394	0.520815
2.27874	0.531629
2.27343	0.54239
2.26801	0.553097
2.26249	0.56375
2.25686	0.574347
2.25112	0.584887
2.24528	0.59537
2.23933	0.605793
2.23328	0.616156
2.22713	0.626458
2.22087	0.636699
2.21452	0.646876
2.20806	0.656989
2.2015	0.667037
2.19484	0.677019
2.18808	0.686934
2.18122	0.69678
2.17426	0.706558
2.16721	0.716265
2.16006	0.725902
2.15281	0.735467
2.14547	0.744958
2.13803	0.754376
2.1305	0.763719
2.12288	0.772986
2.11516	0.782176
2.10735	0.791289
2.09945	0.800323
2.09147	0.809278
2.08339	0.818153
2.07522	0.826946
2.06697	0.835657
2.05863	0.844285
2.0502	0.85283
2.04169	0.861289
2.0331	0.869664
2.02442	0.877951
2.01566	0.886152
2.00682	0.894265
1.99789	0.902288
1.98889	0.910222
1.97981	0.918066
1.97065	0.925819
1.96141	0.933479
1.9521	0.941047
