0	0	-1.5658	
0.000119953	-0.0119994	-1.5558	
0.000359892	-0.0239969	-1.5458	
0.000719793	-0.0359915	-1.5358	
0.00119962	-0.0479818	-1.5258	
0.00179932	-0.0599668	-1.5158	
0.00251884	-0.0719451	-1.5058	
0.00335811	-0.0839157	-1.4958	
0.00431704	-0.0958773	-1.4858	
0.00539553	-0.107829	-1.4758	
0.00659348	-0.119769	-1.4658	
0.00791078	-0.131696	-1.4558	
0.00934727	-0.14361	-1.4458	
0.0109028	-0.155508	-1.4358	
0.0125773	-0.167391	-1.4258	
0.0143705	-0.179256	-1.4158	
0.0162823	-0.191103	-1.4058	
0.0183124	-0.20293	-1.3958	
0.0204607	-0.214736	-1.3858	
0.022727	-0.22652	-1.3758	
0.0251109	-0.238281	-1.3658	
0.0276124	-0.250017	-1.3558	
0.0302311	-0.261728	-1.3458	
0.0329668	-0.273412	-1.3358	
0.0358192	-0.285068	-1.3258	
0.038788	-0.296695	-1.3158	
0.0418729	-0.308291	-1.3058	
0.0450736	-0.319857	-1.2958	
0.0483898	-0.331389	-1.2858	
0.0518212	-0.342888	-1.2758	
0.0553674	-0.354352	-1.2658	
0.059028	-0.36578	-1.2558	
0.0628027	-0.377171	-1.2458	
0.0666912	-0.388523	-1.2358	
0.070693	-0.399836	-1.2258	
0.0748077	-0.411109	-1.2158	
0.0790349	-0.422339	-1.2058	
0.0833743	-0.433527	-1.1958	
0.0878252	-0.444671	-1.1858	
0.0923874	-0.45577	-1.1758	
0.0970604	-0.466823	-1.1658	
0.101844	-0.477828	-1.1558	
0.106737	-0.488785	-1.1458	
0.111739	-0.499693	-1.1358	
0.11685	-0.51055	-1.1258	
0.12207	-0.521355	-1.1158	
0.127397	-0.532108	-1.1058	
0.132832	-0.542807	-1.0958	
0.138373	-0.553451	-1.0858	
0.14402	-0.564039	-1.0758	
0.149774	-0.57457	-1.0658	
0.155632	-0.585042	-1.0558	
0.161594	-0.595456	-1.0458	
0.16766	-0.60581	-1.0358	
0.17383	-0.616102	-1.0258	
0.180102	-0.626333	-1.0158	
0.186476	-0.6365	-1.0058	
0.192952	-0.646602	-0.9958	
0.199528	-0.65664	-0.9858	
0.206204	-0.666611	-0.9758	
0.21298	-0.676515	-0.9658	
0.219854	-0.686351	-0.9558	
0.226827	-0.696118	-0.9458	
0.233896	-0.705814	-0.9358	
0.241063	-0.715439	-0.9258	
0.248325	-0.724992	-0.9158	
0.255682	-0.734472	-0.9058	
0.263134	-0.743878	-0.8958	
0.270679	-0.753209	-0.8858	
0.278318	-0.762464	-0.8758	
0.286048	-0.771642	-0.8658	
0.29387	-0.780742	-0.8558	
0.301783	-0.789764	-0.8458	
0.309785	-0.798706	-0.8358	
0.317877	-0.807567	-0.8258	
0.326056	-0.816348	-0.8158	
0.334323	-0.825046	-0.8058	
0.342677	-0.833661	-0.7958	
0.351116	-0.842192	-0.7858	
0.35964	-0.850638	-0.7758	
0.368248	-0.858998	-0.7658	
0.37694	-0.867272	-0.7558	
0.385713	-0.875459	-0.7458	
0.394569	-0.883557	-0.7358	
0.403504	-0.891567	-0.7258	
0.412519	-0.899487	-0.7158	
0.421614	-0.907316	-0.7058	
0.430785	-0.915054	-0.6958	
0.440034	-0.9227	-0.6858	
0.449359	-0.930253	-0.6758	
0.458759	-0.937712	-0.6658	
0.468233	-0.945077	-0.6558	
0.47778	-0.952347	-0.6458	
0.487399	-0.959521	-0.6358	
0.49709	-0.966598	-0.6258	
0.506851	-0.973578	-0.6158	
0.516681	-0.980461	-0.6058	
0.52658	-0.987244	-0.5958	
0.536546	-0.993929	-0.5858	
0.546578	-1.00051	-0.5758	
0.556675	-1.007	-0.5658	
0.566837	-1.01338	-0.5558	
0.577063	-1.01966	-0.5458	
0.58735	-1.02584	-0.5358	
0.597699	-1.03191	-0.5258	
0.608108	-1.03788	-0.5158	
0.618576	-1.04375	-0.5058	
0.629102	-1.04951	-0.4958	
0.639686	-1.05517	-0.4858	
0.650325	-1.06072	-0.4758	
0.66102	-1.06616	-0.4658	
0.671768	-1.0715	-0.4558	
0.682569	-1.07672	-0.4458	
0.693422	-1.08184	-0.4358	
0.704326	-1.08685	-0.4258	
0.715279	-1.09176	-0.4158	
0.72628	-1.09655	-0.4058	
0.737329	-1.10123	-0.3958	
0.748424	-1.1058	-0.3858	
0.759565	-1.11026	-0.3758	
0.770749	-1.11461	-0.3658	
0.781977	-1.11885	-0.3558	
0.793246	-1.12297	-0.3458	
0.804556	-1.12698	-0.3358	
0.815905	-1.13088	-0.3258	
0.827293	-1.13466	-0.3158	
0.838718	-1.13833	-0.3058	
0.850179	-1.14189	-0.2958	
0.861675	-1.14533	-0.2858	
0.873205	-1.14865	-0.2758	
0.884768	-1.15186	-0.2658	
0.896362	-1.15496	-0.2558	
0.907986	-1.15794	-0.2458	
0.91964	-1.1608	-0.2358	
0.931322	-1.16354	-0.2258	
0.94303	-1.16617	-0.2158	
0.954765	-1.16868	-0.2058	
0.966523	-1.17108	-0.1958	
0.978306	-1.17335	-0.1858	
